cwn.Synset('團.4') 計算聚集在一起從事特定活動的人的單位。 兩<團>的巡迴演唱地點，都包括日本、台灣及亞洲等地。
cwn.Synset('急忙.0') 表心裏著急，行動快速。 聽到這句話，我<急忙>衝到樓上，把媽媽手中的廢物搶救過來。
cwn.Synset('陽明.3') 陽明大學的建築物及建築所在的位置。 初次相遇在<陽明>演講廳，互不相識的陌生，讓我們多了些拘謹，少了點活潑。
cwn.Synset('反射.0') 神經系統受到刺激而產生的反應。 脊髓是周圍神經與腦之間的通路，也是許多簡單<反射>活動的低級中樞。
cwn.Synset('糾正.0') 所指出的缺點或錯誤與提出改正的方法的內容。 今年有許多同性質的<糾正>案發生。
cwn.Synset('虧.3') 諷刺後述對象的行為不符合後述條件帶來的預期。 <虧>妳還是個高中生，居然會迷信看相，真是丟人哪！
cwn.Synset('側目.0') 表從旁邊斜著眼睛看。 丁同<側目>打量計老人，但見他滿頭白髮，竟無一根是黑的。
cwn.Synset('看慣.0') 因為經驗多而接受。 展覽場上中西合璧的景象，對於<看慣>故宮清一色中華文物的觀眾，是一項新鮮的經驗。
cwn.Synset('虱.0') 寄生在動物上的小型昆蟲，以吸食動物血液維生。 王安石不好洗沐，身上長<虱>，在歷史上是出了名的。
cwn.Synset('任務.0') 較有權力的人或機關要求特定對象去做的事情。 第二個問題是牆面色彩的整修，這項<任務>由蘇培設計公司負責。
cwn.Synset('虎.5') 臺灣職棒球隊之一(1990-1999)，由三商企業所資助。 <虎>隊左投陳明德銜命搏熊，獅兄阿草獵鷹圖再創完封。
cwn.Synset('虐.0') 形容殘忍的。 這些民間傳說反映元末江淮漢人不堪蒙古<虐>政，揭竿反抗的集體記憶。
cwn.Synset('凳.0') 沒有椅背的椅子。 本件刺竹竹<凳>，堅固耐磨。
cwn.Synset('處.2') 採取行動以解決特定事件。 他的行事風格是做任何事都一定會秉公<處>之。
cwn.Synset('處.4') 存在於特定的時間或空間。 該超商正<處>調高產品價格或自行吸收成本的兩難階段。
cwn.Synset('虛.3') 形容特定空間或位置是空的，可供使用。 新開的440個套間日日房無<虛>床，收入較上年增加250萬元。
cwn.Synset('虛.4') 表故意做特定動作以誤導他人。 連主席<虛>晃一招，如何能真切了解工程人員的工作環境和苦處？
cwn.Synset('真正.0') 表說話者對事件真實性的肯定。 過去的已經過去，你如果<真正>懺悔改過，我們可原諒你。
cwn.Synset('虞.1') 舜祖先的封地，在今山西省平陸縣。 晉軍滅虢后凱旋回師，途經<虞>地，在虞地駐紮下來。
cwn.Synset('號.3') 生意的種類，強調其特殊性。 韓少慈接到電話，當機立斷，一口答應馬上付現款，但要分期給，先付兩萬，雙方達成協議，因此這<號>生意被韓少慈全部拿到手。
cwn.Synset('號.4') 計算編過號的人事物的單位。 他叫賣的功力不得不令人佩服，沒一會兒功夫就做了幾<號>買賣。
cwn.Synset('暫時.0') 表不是永久，即短時間之意。 整合的第一步，我們必須立即<暫時>停止新大樓的籌建。
cwn.Synset('管不著.1') 說話者認為前述對象不應該干涉所陳述的事件。 那是我們的私生活，你<管不著>！
cwn.Synset('動盪.0') 形容液體表面起伏波動。 只是這種美好的靜謐卻像是被石頭敲開漣漪的湖面，<動盪>起來。
cwn.Synset('數位.0') 一個數中每個數目字所佔的位置。 小數部分的各個<數位>，從左向右順序:十分位，百分位，千分位，萬分位。
cwn.Synset('只不過.0') 表轉折的語氣。 相對的每一戶的土地成本降低，照道理應該可以賣得更便宜。<只不過>，房屋的售價不是這麼單純的用成本來計算。
cwn.Synset('笑哈哈.0') 形容人大笑的樣子。 環保你我他，大家<笑哈哈>。
cwn.Synset('非常.0') 形容特殊且不在平常範圍內。 為了政大同學「行的安全」請命，協調不成時，可能採取堵路的<非常>手段。
cwn.Synset('導演.1') 演出戲劇或拍攝影片時，負責組織和指導演出工作的人。 一九九零年杜可風和香港<導演>王家衛合作拍攝《阿飛正傳》。
cwn.Synset('窘迫.0') 形容情境令人為難，難以應付。 沒有任何事前訓練，就要他直接上場獨當一面，讓他覺得非常<窘迫>。
cwn.Synset('攝取.0') 以攝影器材記錄後述對象。 在醫學上，薄膜原見感光的高齡敏度及良好線性特性，可以X光劑量來曝光<攝取>影像。
cwn.Synset('極限.0') 指一個變量按一定規律變化，持續變化的結果趨近於一常數。 現今普通微積分課本中函數的<極限>定義是由柯西和外爾斯特拉斯等人給出的。
cwn.Synset('基層.1') 比喻事件發展的基礎。 以Python程式語言為<基層>，統合開發與執行效率最佳。
cwn.Synset('感受到.0') 受外界刺激而內心有所體會，強調動作的結果。 超商表示零售業者在下半年已經<感受到>經濟不景氣的影響。
cwn.Synset('媽寶.0') 指依從母親、沒有主見男子。 我前男友是個十足的<媽寶>，對媽媽言聽計從，完全是個傀儡。
cwn.Synset('溫水.0') 溫度感覺不冷不熱的水。 我離開房間，從樓下的廚房端來一個水盆和一壺<溫水>。
cwn.Synset('商店.0') 買賣商品的室內場所。 從六月底開始，在縣內各超級市場、便利<商店>及學校附近的<商店>，抽驗冰品、飲料。
cwn.Synset('加強.0') 形容特定對象的功能更為強化的。 所有板片製品內部均置有<加強>鋼筋，以提高其抗壓強度，供不同的用途。
cwn.Synset('族群.0') 人類由相同語言、種族、地域等文化因素所構成的群體。 就做為國家主權主體而言，台灣四大語系<族群>身分是平等的。
cwn.Synset('看看.4') 時態標記。表事件或動作的嘗試貌，表時間短暫或不經意。 上臺說話並不難，你試一次<看看>，好不好？
cwn.Synset('趕緊.0') 表因情況緊急，馬上行動。 希望今天晚上，每個人都能來，<趕緊>練習幾次才好。
cwn.Synset('中山.4') 臺灣國立大學之一，位於高雄市鼓山區。 <中山>人文社會科學研究所政治組徵行政助理一名。
cwn.Synset('此後.0') 表從特定時間參考點或事件開始。 這一句話是我一生中最深刻的啟示，<此後>，遇到煩難始終忍耐不與人爭議。
cwn.Synset('酸.0') pH值小於七，通常有酸的氣味具侵蝕性的化合物。 油泥中含有對二甲<酸>的成份，會釋出臭味，附近民眾質疑可能製造有害污染。
cwn.Synset('酸.4') 形容像強酸一樣有刺鼻氣味的。 她身上實在很<酸>很臭，你也對她有興趣。
cwn.Synset('頭.0') 特定空間中，離說話者最近或最遠的一邊。 我把車子開到洞的那一<頭>去等，你們慢慢的看吧。
cwn.Synset('官派.0') 形容比喻具有官僚的態度。 我覺得劉校長真得很不一樣，沒有一點中國傳統<官派>作風。
cwn.Synset('酷.1') 形容酒味濃郁飽滿。 有令女孩子喜歡的橙味甜酒，也有令男生中意的微烈<酷>酒。
cwn.Synset('浙.0') 中國省名，位於安徽、江西、福建之間的區域。 在他的記憶中，這是汪、唐二人近兩年來首次到江、<浙>兩省考察，及瞭解台商與台灣學生的情況。
cwn.Synset('華航.1') 華航的建築物及建築物所在的位置。 昨天，親民黨立委劉文雄、李鴻鈞也到<華航>表達對購機案的關切。
cwn.Synset('流.1') 團體中因理念相同或風格相近而形成的小團體。 柯遠芬之<流>蔣氏走狗，犯下滔天罪行呢？
cwn.Synset('海.4') 通常用於地球表面的鹹水水域及其周遭區域的名稱。 紅<海>水質清澈，水底滿是熱帶魚和珊瑚礁，被譽為世界十大潛水勝地之一。
cwn.Synset('海.7') 靠近陸地的鹹水水域，屬於洋的一部份。 他整整走了一年，終於到了南<海>，實現拜佛的願望。
cwn.Synset('浴.0') 形容洗澡時用的。 老師傅<浴>桶於1980年創立，專營各種材質浴桶、能量屋訂做。
cwn.Synset('地中海樹林.0') 地中海地區的樹林地區，主要由低矮木本常綠樹木和灌木所組成。 我正在艷陽高照的<地中海樹林>旁，一株洋槐樹暖暖的樹蔭下，陋意擺盪著。
cwn.Synset('全部.0') 事物的全體。 若孔子的理想<全部>達到，中國的命運當然會改變。
cwn.Synset('酒.0') 含有酒精的飲料。 使用阿斯匹靈的期間不要喝<酒>，以免傷胃。
cwn.Synset('軟體.1') 用來控制電腦系統使其能順利運作和執行使用者指令的程式集的總稱。 近年來電腦硬體的進步快速，<軟體>資料庫技術變化很大，網路技術國內進步更為驚人。
cwn.Synset('軟體.2') 身體柔軟並藏於具有保護作用硬殼中的動物，口在前端。 以台灣的野生動物而言，目前資料比較完整的只有哺乳類、兩棲類、爬蟲類、鳥類、淡水魚類等，其他如<軟體>、環節、昆蟲等的調查研究較少。
cwn.Synset('浸.0') 將物體泡入液體中。 德人也有別出心裁的做法，烤鴨通常內塞蘋果、乾梅，或者<浸>在酒中蒸煮。
cwn.Synset('浸.1') 液體滲入特定範圍。 回到家后的牛玉儒，身上的衣服被汗水<浸>得透濕。
cwn.Synset('酈.0') 春秋時魯國屬地。 公子友帥師敗莒師于<酈>。
cwn.Synset('配.5') 依照特定模板製造鑰匙或與鑰匙有相同功能的物品。 他先拿了一塊已經切成長方體的樺木塊，放到一個機器上，就像<配>鑰匙一樣，機器馬上可以照著原有的木鞋模型，把木塊雕出鞋子的形狀。
cwn.Synset('配.7') 因為特定身份得到對後述對象的支配使用權。 部份媒體今天報導，劉松藩及王金平每人各<配>兩輛高級公務車，但立法院否認。
cwn.Synset('浮.0') 因比重小於所在氣體而停留在該氣體中。 氣球或飛艇則比空氣要輕，完全利用阿基米德的原理<浮>於空中。
cwn.Synset('浮.1') 因比重小於所在液體而停留在該液體表面。 滑板雖然可<浮>在水面上，但卻無法支撐滑水選手的體重。
cwn.Synset('浪.1') 因風力、重力等所形成的具有一定高度的海水運動現象。 出海的船隻，仍然出沒在綠波白<浪>中間。
cwn.Synset('浪.3') 比喻多個同類對象同時起伏的運動現象，通常是大面積。 眼前盡是一片帶有小稻穗的水稻，在晨風的推送下翻著綠<浪>。
cwn.Synset('群.3') 結為團體，與人相處融洽，並互相幫助。 學生不止要會唸書，五育中的<群>也是很重要的。
cwn.Synset('群.6') 計算聚集的人或動物的單位。 聽說有一位道士養了一<群>很漂亮的鵝。
cwn.Synset('義.2') 形容為幫助社會大眾所設立而不收取費用的。 擁有<義>舍的都市在由地震引起的災難中治安下降小，並且都市人口增長率高。
cwn.Synset('適時.0') 表在適當的時候。 中心將<適時>更新內容，使讀者均能得到最新的資訊。
cwn.Synset('獎狀.0') 為表揚或勉勵而發給的證書。 謝東閔先生頒發本會參加美國發明家世界展覽會得獎者表揚<獎狀>。
cwn.Synset('羽.0') 在長方形場中，以網子為分隔界線的一種球類運動，兩方用拍子往覆擊羽毛球過網。 「經濟部96年度<羽>、網球比賽」於11月2、3日假台南市球館舉行。
cwn.Synset('棍棒.1') 武術中使棍棒的技法。 國術可分為拳術、<棍棒>、刀劍等。
cwn.Synset('羊.0') 中國十二生肖之一，排在第八位。 肖<羊>朋友去年犯大歲，來年運程大為好轉。
cwn.Synset('美.0') 世界五大洲之一，涵蓋南北兩大陸、西印度群島及所屬島嶼。 長榮兼營客、貨運，航線飛及亞、歐、<美>三大洲。
cwn.Synset('羌.3') 草食性鹿科動物，全身披褐色短毛，雄羌頭上長角，形體大小及吠聲似狗。 大家開始仔細的看眼前的小鹿，討論一番後，覺得這應該是一隻小<羌>。
cwn.Synset('羞.4') 美味的食物，通常是少見或精緻的。 現在飲食講究自然健康，珍<羞>美味反倒是其次。
cwn.Synset('輔導.0') 針對心理問題提出解答或建議的人。 我珍惜這一次當<輔導>的機會，很難說這是不是最後一次了！
cwn.Synset('斬.1') 古代刑罰之一，以砍頭的方式處決特定對象。 煬帝欲<斬>李淵，其次子李世民聰慧，奏請拔釘相驗，皆為新釘。
cwn.Synset('開講.0') 對特定主題邀請多人討論的節目型態。 幾位「全民」的創辦人，紛紛在地下電台開節目，如「阿珠<開講>」，談論計程車靠行制度等與運將切身相關問題。
cwn.Synset('斥.1') 抵制後述對象，使其失去原有的地位或利益。 民主館揭牌，扁<斥>舊威權禍害。
cwn.Synset('斤.0') 計算重量的單位。市制一斤等於十六兩。 四川重慶竟然有人想在一畝田裡下一千<斤>種子，以為這樣便可以收穫十萬<斤>。
cwn.Synset('施.1') 使用後述手段進行特定事件。 單廷珪答道：「不才願<施>犬馬之力，同共替天行道。」
cwn.Synset('以免.0') 連接說話者希望藉前述事件避免的假設事件。 你爺兒倆在這裡歇著，<以免>危險。
cwn.Synset('斷.3') 比喻停止進行後述使人上癮的習慣或嗜好。 經過這一次的教訓，他才從此<斷>酒。
cwn.Synset('斷.6') 用外力使長型物體特定部位裂開，與主體分離。 他體內凝聚著內家小天星真力，如有<斷>木碎石之功。
cwn.Synset('新.5') 中國朝代名，西元9年至西元23年，由王莽所建立。 歷史上比較著名的改革人物，有戰國秦的商鞅，<新>的王莽等。
cwn.Synset('敬而遠之.0') 對前述對象因有所戒懼而保持距離。 由於院舍老舊，許多民眾都<敬而遠之>，因此業績一直不振。
