e04 , 形容極度不悅。
西式 , 形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。
西 , 形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。
西德 , 地方詞。國名，柏林圍牆以西的國家，在西元1949獨立，已於西元1990與東德統一成為現在的德國。
西德 , 專有名詞。治理西德的政府。
西德 , 普通名詞。西德的文化。
西方 , 位置詞。指南針指向270度的方位。
西方 , 地方詞。歐洲與美洲國家的通稱。
西方 , 專有名詞。姓。
西方 , 專有名詞。阿彌陀佛所在的極樂世界。
西方 , 形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。
西 , 普通名詞。歐洲與美洲國家的通稱。
西 , 普通名詞。西班牙人的語文。「西班牙文」的簡省。
西 , 普通名詞。西班牙的文化。「西班牙」的簡省。
西 , 普通名詞。麻將中的牌面，為四種風牌之一。
西班牙 , 地方詞。國名，南歐伊比利半島上最大的國家。
西班牙 , 專有名詞。治理西班牙的政府。
西班牙 , 普通名詞。西班牙的文化。
西 , 表位置或方向一直變換。常用「東…西…」。　
西 , 表反覆。常用「東…西…」。
要不是 , 關聯連接詞。連接假設的必要條件。
要不然 , 關聯連接詞。連接列舉事項的最後一項。
要不然 , 關聯連接詞。連接前述事件不成立之下所得的推論。
要不然 , 關聯連接詞。連接另做選擇的轉折語，帶有讓步的語氣。
要不 , 關聯連接詞。連接列舉事項。常用「要不…要不…」。
要不 , 關聯連接詞。連接前述假設不成立之下所得的推論。
要不 , 關聯連接詞。連接另做選擇的轉折語，帶有讓步的語氣。
要 , 專有名詞。姓。
要 , 形容在相關對象中意義重大的。
要 , 後述事件為前述事件的必要條件。
要 , 提出後述需求或條件。
要是 , 關聯連接詞。連接假設條件。
要 , 普通名詞。重要的事。
要 , 根據已確定的權益，提出履行後述義務的要求。
要求 , 提出後述需求或條件。
要求 , 普通名詞。提出的願望或條件。
要 , 表心中存有完成後述事件的願望。
要 , 表指示後述對象做事。
要 , 表按照道理必須做後述事件。
要 , 表推斷後述的陳述。
要 , 表預期後述事件會在很短的時間內發生。
要 , 關聯連接詞。連接假設條件。
要 , 關聯連接詞。連接列舉事項。常用「要…要…」。
要麼 , 關聯連接詞。連接列舉事項。常用「要麼…要麼…」。
覃 , 專有名詞。姓。
覆 , 回應訊息，通常用於書信。
覆 , 形容特定物體上下顛倒的。
覆 , 從上方遮蓋。
覆 , 特定物體從直立或正常的位置變成傾倒或上下顛倒的狀態。
覆蓋 , 從上方遮蓋。
覆 , 表又一次。
覆 , 表把特定對象說過的話再說一次。
見到 , 仔細察看特定對象，強調動作的結果。
見到 , 用眼睛察覺到，強調動作的結果。
見 , 專有名詞。姓。
見 , 建議讀者參考後述書面資料。
見 , 形容前述感官動作完成。
見 , 接頭詞。表後述動作為被動。
見 , 普通名詞。對特定事物的認識見解。
見 , 特定物體和其他物體相觸碰。
見 , 用眼睛察覺到，強調動作的結果。
見 , 表後述動作的對象是說話者。
見 , 觀察而辨識出後述現象。
見解 , 自己對於事物經過體認後所產生的看法。
見長 , 以前述方面為優點。
見長 , 數量較之前增加。
見長 , 生物較之前明顯長高或長大。
見長 , 程度較之前提高。
見 , 面對面相見。
見面 , 面對面相見。
見 , 顯示出後述可被觀察的狀態。
規則 , 形容有秩序或規律的。
規則 , 形容特定對象的形狀、結構符合特定標準模式。
規則 , 普通名詞。應該遵守的規定。
規劃 , 劃分後述空間並安排其用途。
規劃 , 擬定事件進行的步驟與方法或初步決定要做後述事件。
規劃 , 普通名詞。擬定的步驟與方法。
規勸 , 用道理開導他人，使對方改正錯誤。
規定 , 對特定事件做出如何進行的決定，並要求他人遵守。
規定 , 普通名詞。要求他人在進行特定事件時必須遵守的內容。
規 , 專有名詞。姓。
規 , 普通名詞。應該遵守的規定。常用接尾詞。
規 , 普通名詞。用來畫圓的工具。
規模 , 普通名詞。建築物的內部配置與外觀氣勢。
規模 , 普通名詞。特定團體的組織大小與發展佈局。
規模 , 普通名詞。特定對象涉及到的範圍或數量。
規模 , 普通名詞。自然現象的等級程度。
規 , 用道理開導他人，使對方改正錯誤。
規畫 , 劃分後述空間並安排其用途。
規畫 , 擬定事件進行的步驟與方法或初步決定要做後述事件。
規畫 , 普通名詞。擬定的步驟與方法。
覓 , 搜尋需要的特定對象。
覓 , 比喻為了得到特定對象而努力尋找追求。
視作 , 把兩個描述對象認定為相同或具有相同功能。
視作 , 認知者對事物的判斷。
視力 , 普通名詞。以眼睛接收並辨識影像的能力。
視 , 引介判斷的標準或條件。
視為 , 比喻對認知者對事物的判斷。
視為 , 比喻把前述對象認定為後述的一類。常用於將字句、把字句和被字句。
視 , 用眼睛察覺。
視 , 看待。常用「視…為…」。
視而不見 , 忽視眼前的人事物。
視聽 , 形容用眼睛察覺和由耳朵接收到聲音。
視聽 , 普通名詞。眼睛和耳朵接受到的訊息。
親口 , 表出於當事人之口。
親 , 形容人與人之間關係的密切。
親 , 形容具血緣或因婚姻而建立關係的。
親愛的 , 代指情人或夫妻對彼此的暱稱。
親手 , 表親自用手做。
親 , 普通名詞。婚姻、婚事。
親 , 普通名詞。父親和母親。
親生 , 形容具血緣關係的兄弟姊妹。
親生 , 形容生育自己的或自己生育的。
親 , 用嘴輕觸對方以示親密。
親眼 , 表親自看到。
親 , 立場接近或傾向後述對象。
親耳 , 表親自聽到。
親自 , 表由本人去做或經歷。
親 , 表由本人去做或經歷。
親 , 親近。
親身 , 表自己本身。
覺 , 實際體驗並認同後述命題。
覺 , 引述或陳述前述對象的認知或感受。
覺得 , 引述或陳述前述對象的認知或感受。
覺得 , 產生後述情感或態度。
覺得 , 身體感官辨識出外界刺激。
覺 , 普通名詞。睡眠。常用「一覺」。
覺 , 產生後述情感或態度。
覺 , 身體感官辨識出外界刺激。
覽 , 普通名詞。用於介紹特定對象的印刷品的名稱。
覽 , 用眼睛察覺。
觀世音 , 專有名詞。佛教菩薩名。西方三聖之一，為救苦救難的神。
觀 , 仔細察看特定對象。
觀光 , 普通名詞。大學中教授觀光知識的教學研究單位。觀光系所的簡省。
觀光 , 普通名詞。研究觀光的知識。
觀光 , 為了休閒或娛樂旅行。
觀察 , 仔細察看特定對象。
觀 , 專有名詞。姓。
觀 , 專有名詞。易經卦名，易經六十四卦之一，坤下巽上。
觀念 , 普通名詞。對特定事物的想法。
觀 , 普通名詞。依照特定立場對特定對象的看法或態度。常用接尾詞。
觀 , 普通名詞。道教祭祀天地供奉神靈與舉行法事的場所。常用接尾詞。
觀望 , 先觀察而不立即採取行動。
觀望 , 用眼睛察覺。
觀眾 , 普通名詞。觀看表演、展覽或比賽等活動的人。
觀賞 , 透過視覺來理解或欣賞。
觀 , 透過視覺來理解或欣賞。
觀音 , 地方詞。鄉名，位於桃園縣內。
觀音 , 專有名詞。佛教菩薩名，西方三聖之一，為救苦救難的神。
觀音 , 普通名詞。觀音的文化。
觀點 , 普通名詞。依照特定立場對特定對象的看法或態度。
角 , 位置詞。指遙遠的地方。
角 , 位置詞。接近兩個平面相接處，並被兩個平面所包圍的部份。
角 , 位置詞。物體三個面相交所形成的尖端。
角分 , 計算角度的單位，一分為一度的六十分之一。
角 , 專有名詞。中國天文學的星宿，為東方蒼龍之一。
角 , 專有名詞。姓。
角度 , 普通名詞。兩直線或平面相交所形成的空間。
角度 , 普通名詞。比喻觀察特定事件的觀點。
角 , 普通名詞。中國古代五音之一。
角 , 普通名詞。兩直線或平面相交所形成的空間。
角 , 普通名詞。戲劇中演員扮演的人物。
角 , 普通名詞。接尾詞。陸地向海突出的尖形部份。
角 , 普通名詞。整體中可區分的組成單位。
角 , 普通名詞。比喻參與事件的身份。
角 , 普通名詞。物體的兩個邊相交所形成的部份。
角 , 普通名詞。物體邊緣的不規則凹處。
角 , 普通名詞。獸類頭上或鼻前長出的堅硬突出物，通常長而彎曲，前端較尖。
角秒 , 計算角度的單位。一秒為一分的六十分之一。
角色 , 普通名詞。戲劇中演員扮演的人物。
角色 , 普通名詞。比喻在團體中，依所擔負的責任而具有的身份。
角落 , 地方詞。具有特定特質所描述的，或以特定地點為參考點的區域範圍。
角落 , 地方詞。接近兩個平面相接處，並被兩個平面所包圍的部份。
角 , 計算兩直線或平面相交所形成的空間或交叉點的單位。
角 , 計算貨幣的單位，一角為一元的十分之一。
解僱 , 雇主解除和受雇者的約雇關係。
解 , 剖開後述物體並將其分成多個小部件。
解 , 動物排泄糞便或尿液。
解嘲 , 以幽默的態度來面對難以改變的事實。
解 , 專有名詞。姓。
解 , 專有名詞。易經卦名，易經六十四卦之一，坎下震上。
解 , 找到問題的答案或解決的方法。
解放 , 1949年中國共產黨推翻國民黨政權。
解放 , 推翻被認為是保守的政權。
解放 , 解除約束，使獲得自由與平等。
解 , 普通名詞。問題的答案或解決的方法。
解 , 普通名詞。方程式中未知數的值。
解毒 , 消除生物體內有害物體的毒性。
解毒 , 清除電腦病毒。
解 , 比喻在感情上可以與特定對象分割。
解 , 比喻解決後述對特定事件特別在意的心理狀態，通常為負面事件。常與「結」連用。
解決 , 使動物失去生命。
解決 , 完成後述對象所代表的事件。
解決 , 比喻打敗對手成功完成競賽中的特定階段。
解決 , 處理特定事件使其有結果。
解 , 消除後述負面狀態使其不存在。
解 , 清楚地知道。
解禁 , 解除禁令。
解 , 算出方程式中未知數的值。
解 , 解釋說明隱晦的後述對象。
解 , 解開原本綁成結或扣住的後述對象。
解釋 , 說明特定事件的原因、理由使聽話者明白。
解 , 銀行收到特定款項後整筆交給其他行庫。
解 , 限制特定對象的行動並將其送到特定地點。
解 , 除去對特定對象的限制，使其恢復原本的狀態。
解雇 , 雇主解除和受雇者的約雇關係。
解體 , 比喻特定組織或系統瓦解不再存在。
解體 , 特定機械結構鬆散分為多個小部件。
觸 , 專有名詞。姓。
觸怒 , 形容使後述對象因為不符合自己的心意而產生的負面情緒。
觸 , 比喻主動和後述對象往來或產生關係。
觸 , 比喻情緒因為外來刺激而產生變化。
觸 , 比喻行為超越或違反後述對象的限制。
觸 , 特定物體和其他物體相觸碰。
觸角 , 普通名詞。昆蟲、節足或軟體動物頭部突出的感覺器官之一。
觸角 , 普通名詞。比喻從本體延伸，用來探索較不熟悉的部份。
觸鬚 , 普通名詞。鬚狀觸角。
言 , 以口語媒介引述或陳述後述訊息。
言 , 以後述解釋定義前述對象。
言 , 以文字媒介引述或陳述訊息。
言 , 專有名詞。姓。
言 , 普通名詞。以口語媒介表達出來的訊息。
言 , 普通名詞。有系統性的理論或主張。常用「一家之言」。
言 , 普通名詞。語言的單位，一句話。
言 , 根據前述定義給予後述對象名稱。
言行 , 人的言語及行為。
言 , 計算中國詩中每一句固定字數的單位，用於分辨體裁。
言 , 計算文章字數的單位。
言 , 評價後述對象。常用「…而言」。
言語 , 普通名詞。人類用來溝通的語音系統。
言語 , 普通名詞。以口語媒介表達出來的訊息。
言語 , 普通名詞。孔門四科之ㄧ，指外交。
言語 , 普通名詞。表達訊息的口語或文字。
言語 , 普通名詞。說話時選用的詞語。
言語 , 透過發聲器官，用語音傳送訊息。
言 , 談論或描述後述內容。
言辭 , 說話所用的詞彙或語句。
訂 , 以語言文字制定出特定內容，通常有約束力。
訂婚 , 男女雙方在結婚前，訂定結婚的約定。
訂房 , 預約旅館房間。
訂 , 決定進行特定事件的時間。
訂 , 用釘書機或類似工具將紙張固定在一起。
訂 , 男女雙方決定婚事。
訂貨 , 普通名詞。訂購的貨品。
訂貨 , 訂購貨品。
訂購 , 提出購買貨品的需求。
訂 , 預先設立特定計畫或目標。
訂 , 預約特定商品或服務。
計劃 , 擬定事件進行的步驟與方法或初步決定要做後述事件。
